CUI|STR
C0000768|congen abnorm
C0000768|abnorm congen
C0000768|congenital malformations diagnosis 
C0000768|fetal anomaly diagnosis 
C0000768|congenital anomaly or birth defect
C0000768|scong
C0000771|abnormalities drug induced
C0000771|abnormality drug induced
C0000771|drug induced abnormality
C0000771|drug induced abnormalities
C0000771|drug ind abnorm
C0000771|abnorm drug ind
C0000810|incomplete spontaneous abortion
C0000810|abortion spontaneous incomplete
C0000810|incomplete spontaneous abortion nos
C0000810|abortion spontaneous incomplete nos
C0000810|abortion incomplete
C0000810|abortions incomplete
C0000810|incomplete abortions
C0000810|incomplete abortion
C0000810|spontaneous abort incomp nos
C0000810|incomplete spont abortion
C0000810|incomplete miscarriage
C0000810|retained products after spontaneous abortion
C0000810|ret products spont abortion
C0000810|retained products after miscarriage
C0000810|retained products after miscarriage disorder 
C0000810|retained tissue after pregnancy loss
C0000810|retained products after spontaneous abortion disorder 
C0000810|incomplete spontaneous abortion nos disorder 
C0000810|spontaneous abortion  incomplete nos or retained products 
C0000810|incomplete spontaneous abortion diagnosis 
C0000810|incomplete miscarriage disorder 
C0000810|spontaneous abortion  incomplete nos or retained products  disorder 
C0000833|abscess
C0000833|abscesses
C0000833|abscess nos
C0000833|inflammatory disorder abscess
C0000833|abscess morphologic abnormality 
C0000833|abscess disorder 
C0000833|abscess nos disorder 
C0000833|abscess morphology
C0000833|abscess diagnosis 
C0000880|acanthamoeba keratitis
C0000880|acanthamoeba keratitides
C0000880|keratitides acanthamoeba
C0000880|acanthameba keratitis
C0000880|keratitis acanthamoeba
C0000880|acanthamoeba keratitis disorder 
C0001122|acidosis
C0001122|acidoses
C0001122|acidosis nos
C0001122|acidosis diagnosis 
C0001122|acidosis disorder 
C0001122|acidosis nos disorder 
C0001126|renal tubular acidosis
C0001126|acidosis renal tubular
C0001126|renal acidosis tubular
C0001126|acidosis tubular renal
C0001126|tubular renal acidosis
C0001126|tubular acidosis renal
C0001126|renal tubular acidosis nos
C0001126|renal tubule acidosis
C0001126|acidosis renal tubules
C0001126|acidosis renal hyperchloremic
C0001126|rta nos
C0001126|rta
C0001126|rta  renal tubular acidosis
C0001126|accumulation of acid in body due to kidney problem
C0001126|renal tubular acidosis disorder 
C0001126|renal tubular acidosis diagnosis 
C0001139|acinetobacter infections
C0001139|acinetobacter infection
C0001139|infection acinetobacter
C0001139|infections acinetobacter
C0001139|mimae infections
C0001139|infection mimae
C0001139|mimae infection
C0001139|infections mimae
C0001139|infection caused by acinetobacter
C0001139|infection caused by acinetobacter disorder 
C0001139|mimae infect
C0001139|infect mimae
C0001139|acinetobacter infect
C0001139|infect acinetobacter
C0001144|acne vulgaris
C0001144|vulgaris  acne
C0001144|vulgaris acne
C0001144|acne
C0001144|common acne
C0001144|acne vulgaris disorder 
C0001144|acne vulgaris diagnosis 
C0001175|acquired immunodeficiency syndrome
C0001175|acquired immunodeficiency syndromes
C0001175|immunodeficiency syndromes acquired
C0001175|syndromes acquired immunodeficiency
C0001175|acquired immunodeficiency syndrome nos
C0001175|immunodeficiency syndrome acquired
C0001175|syndrome acquired immunodeficiency
C0001175|aids
C0001175|aids nos
C0001175|acquired immune deficiency syndr
C0001175|acquired immune deficiency syndrome
C0001175|acquired immune deficiency syndrome nos
C0001175|immunologic deficiency syndrome acquired
C0001175|aids  acquired immunodef synd
C0001175|aids  acquired immunodeficiency syndrome
C0001175|acquired immunodeficiency syndrome aids 
C0001175|acquired immune def syndr nos
C0001175|acquired human immunodeficiency virus infection syndrome nos
C0001175|acquired immunodeficiency synd
C0001175|immunodeficiency due to human immunodefic virus infection
C0001175|immunodeficiency due to human immunodeficiency virus infection
C0001175|immunodef hum immunodef virus
C0001175|acquired immune deficiency syndrome aids 
C0001175|immune deficiency syndrome acquired aids 
C0001175|immune deficiency syndrome acquired aids
C0001175|hiv infection aids arc 
C0001175|autoimmune deficiency syndrome
C0001175|acquired immunodeficiency disease
C0001175|sida
C0001175|acquired immunodeficiency syndrome unspecified
C0001175|hiv  aids
C0001175|hiv aids
C0001175|hiv infection aids
C0001175|aids hiv infection
C0001175|aids hiv infections
C0001175|acquired immun deficiency synd
C0001175|acquired immune defic synd 
C0001175|acquired immune defic syndr 
C0001175|acquired human immunodeficiency virus infection syndrome nos disorder 
C0001175|aids disorders
C0001175|aids disorder 
C0001175|acquired immune deficiency
C0001175|acquired immune deficiency syndrome aids  disorder 
C0001175|acquired immuno deficiency syndrome
C0001175|acquired immuno deficiency syndromes
C0001175|immuno deficiency syndromes acquired
C0001175|syndromes acquired immuno deficiency
C0001175|immuno deficiency syndrome acquired
C0001175|syndrome acquired immuno deficiency
C0001175|acquired immune defic syndrome
C0001175|acquired immuno defic syndrome
C0001175|immunol defic syndrome acquired
C0001175|immunodefic syndrome acquired
C0001175|acquired immunodefic syndrome
C0001175|acquired immunodeficiency syndrome hiv 1 stage 6 
C0001175|acquired immune deficiency syndrome disorder 
C0001175|acquired immunodeficiency syndrome aids  diagnosis 
C0001206|acromegaly
C0001206|acromegalia
C0001206|eosinophilic adenoma syndrome
C0001206|marie s syndrome
C0001206|anterior pituitary adenoma syndrome
C0001206|marie disease
C0001206|growth hormone hypersecretion syndrome
C0001206|sth hypersecretion syndrome
C0001206|inappropriate gh secretion syndrome acromegaly 
C0001206|inappropriate growth hormone secretion syndrome acromegaly 
C0001206|somatotropin hypersecretion syndrome acromegaly 
C0001206|hypersecretion syndromes somatotropin acromegaly 
C0001206|somatotropin hypersecretion syndromes acromegaly 
C0001206|syndromes somatotropin hypersecretion acromegaly 
C0001206|hypersecretion syndrome somatotropin acromegaly 
C0001206|syndrome somatotropin hypersecretion acromegaly 
C0001206|acromegaly disorder 
C0001206|inappropriate growth hormone secret syndrome acromegaly
C0001206|inappropriate gh secret syndrome acromegaly
C0001206|somatotropin hypersecret syndrome acromegaly
C0001206|acromegaly diagnosis 
C0001255|actinomycetales infections
C0001255|actinomycetales infection
C0001255|infection actinomycetales
C0001255|infections actinomycetales
C0001255|actinomycete infections
C0001255|actinomycete infection
C0001255|infection actinomycete
C0001255|infections actinomycete
C0001255|infection caused by actinomycetales disorder 
C0001255|infection caused by actinomycetales
C0001255|actinomycetales infect
C0001255|infect actinomycetales
C0001255|actinomycete infect
C0001255|infect actinomycete
C0001261|actinomycosis
C0001261|actinomycoses
C0001261|actinomycosis nos
C0001261|actinomyces infections
C0001261|actinomyces infection
C0001261|infection actinomyces
C0001261|infections actinomyces
C0001261|actinomycotic infection of unspecified site
C0001261|actinomycotic infection
C0001261|infection actinomycotic
C0001261|actinomycotic infections
C0001261|actinomycotic infection nos
C0001261|actinomycosis unspecified site nos
C0001261|actinomycosis unspecified site
C0001261|actinomycosis unspecified
C0001261| x actinomycosis unspecified
C0001261|e 110 actinomycotic infections
C0001261|actinomycotic infectious disorders
C0001261|actinomycosis unspecified site nos disorder 
C0001261|actinomycosis unspecified site disorder 
C0001261| x actinomycosis unspecified disorder 
C0001261|actinomycotic infection disorder 
C0001261|infect actinomyces
C0001261|actinomyces infect
C0001261|actinomycosis diagnosis 
C0001261|actinomycosis disorder 
C0001396|adams stokes syndrome
C0001396|stokes adams syndrome
C0001396|syndrome adams stokes
C0001396|syndrome stokes adams
C0001396|adam stokes syndrome
C0001396|adams stoke syndrome
C0001396|stoke adams syndrome
C0001396|morgagni adam s stokes syndrome
C0001396|morgagni adams stokes syndrome
C0001396|stokes adams morgagni syndrome
C0001396|stokes adams attacks
C0001396|adam stokes attacks
C0001396|attacks adam stokes
C0001396|stokes adams attack
C0001396|adam attack stokes
C0001396|adams attack stoke
C0001396|adams stokes attack
C0001396|attack adams stokes
C0001396|attack stokes adams
C0001396|attacks stokes adams
C0001396|morgagni s disease
C0001396|spens syndrome
C0001396|stokes adams attack disorder 
C0001396|stokes adams  syndrome or attack 
C0001396|stokes adams morgagni syndrome disorder 
C0001396|stokes adams syndrome disorder 
C0001396|morgagni stokes adams
C0001396|stokes adams
C0001396|adams stokes
C0001396|stokes adams syndrome diagnosis 
C0001396|stokes adams  syndrome or attack  disorder 
C0001403|addison disease
C0001403|addison s disease
C0001403|addisons disease
C0001403|disease addison s
C0001403|addison s disease nos
C0001403|disease addisons
C0001403|disease addison
C0001403|adrenal insufficiency addison disease 
C0001403|adrenal insufficiency addison s disease 
C0001403|adrenocortical insufficiency primary failure
C0001403|primary adrenal deficiency
C0001403|primary adrenal insufficiency
C0001403|insufficiency adrenal primary
C0001403|adrenal insufficiency primary
C0001403|primary adrenocortical insuff
C0001403|primary adrenocortical insufficiency
C0001403|insufficiencies primary adrenocortical
C0001403|primary adrenocortical insufficiencies
C0001403|adrenocortical insufficiencies primary
C0001403|insufficiency primary adrenocortical
C0001403|adrenocortical insufficiency primary
C0001403|primary hypoadrenalism
C0001403|hypoadrenalism primary
C0001403|chronic primary adrenal insufficiency
C0001403|addison s disease ambiguous 
C0001403|addison s disease disorder 
C0001403|addison s disease nos disorder 
C0001403|primary adrenocortical insufficiency disorder 
C0001403|disease or disorder bronzed skin addison  bronze disease 
C0001403|addison disease or syndrome
C0001403|syndrome addison
C0001403|adrenal cortex deficiency primary
C0001403|adrenal cortex hypofunction primary
C0001403|deficiency adrenocortical primary
C0001403|deficiency corticoadrenal primary
C0001403|corticoadrenal deficiency primary
C0001403|primary hypoadrenocorticism
C0001403|hypoadrenocorticism primary
C0001403|suprarenal insufficiency primary
C0001403|insufficiency suprarenal primary
C0001403|hypoadrenalisms primary
C0001403|addison dis
C0001403|addisons dis
C0001403|primary adrenocortical failure
C0001403|hypocortisolism
C0001403|primary adrenal insufficiency diagnosis 
C0001418|adenocarcinoma
C0001418|adenocarcinomas
C0001418|adenocarcinoma nos
C0001418| m adenocarcinoma nos
C0001418| m adenocarcinomas
C0001418|adenoma malignant
C0001418|adenomas malignant
C0001418|malignant adenomas
C0001418|malignant adenoma
C0001418|adenocarcinoma malignant
C0001418|malignant adenomatous neoplasm diagnosis 
C0001418|carcinoma in adenoma
C0001418| m adenocarcinoma nos morphologic abnormality 
C0001418|adenocarcinoma no subtype morphologic abnormality 
C0001418|adenocarcinoma no subtype
C0001418|adenocarcinoma diagnosis 
C0001418|malignant adenomatous neoplasm
C0001418|malignant adenomatous neoplasm disorder 
C0001430|adenoma
C0001430|adenomas
C0001430|adenoma nos
C0001430| m adenoma nos
C0001430| m adenomas
C0001430|benign adenoma
C0001430|adenoma benign
C0001430|adenoma benign nos
C0001430| m adenoma nos morphologic abnormality 
C0001430|adenoma no subtype morphologic abnormality 
C0001430|adenoma no subtype
C0001430|benign adenomatous neoplasm disorder 
C0001430|benign adenomatous neoplasm
C0001430|tumor of the gland
C0001487|adenovirus infections human
C0001487|adenovirus infection human
C0001487|human adenovirus infection
C0001487|infection human adenovirus
C0001487|human adenovirus infections
C0001487|infections human adenovirus
C0001487|human adenovirus infect
C0001487|infect human adenovirus
C0001487|adenovirus infect human
C0001622|adrenal gland hyperfunction
C0001622|hyperfunction adrenal gland
C0001622|hyperadrenocorticism
C0001622|adrenocortical hyperactivity syndrome
C0001622|hyperadrenalism
C0001622|adrenal cortex hyperfunction
C0001622|hypercorticism adrenal
C0001622|adrenal hypercorticism
C0001622|hypercortisonism
C0001622|overproduction of acth
C0001622|overproduction of cortisol
C0001622|cortisol overproduction
C0001622|hypercortisolism
C0001622|suprarenogenic syndrome
C0001622|adrenocortical hyperfunction
C0001622|hyperfunction adrenocortical
C0001622|hypercortisolemia
C0001622|hypercortisolaemia
C0001622|adrenal cortical hyperfunctions
C0001622|adrenal cortical hyperfunction
C0001622|hypercorticism
C0001622|hyperadrenalcorticalism
C0001622|hyperadrenocorticalism
C0001622|hypercorticoidism
C0001622|adrenocortical hyperfunction disorder 
C0001622|disorder of corticoadrenal overactivity disorder 
C0001622|disorder of corticoadrenal overactivity
C0001622|hypercortisolism disorder 
C0001622|adrenocortical overactivity diagnosis 
C0001622|adrenocortical overactivity
C0001623|adrenal gland hypofunction
C0001623|hypofunction adrenal gland
C0001623|adrenal insufficiency
C0001623|insufficiency adrenal
C0001623|adrenal insufficiency nos
C0001623|adrenal insufficiencies
C0001623|hypoadrenalism
C0001623|adrenal hypofunction
C0001623|hypofunction adrenal
C0001623|adrenal hypofunctions
C0001623|adrenal failure
C0001623|adrenal gland insufficiency
C0001623|adrenal hypofunction disorder 
C0001623|hypoadrenalism disorder 
C0001623|adrenal insufficiency diagnosis 
C0001627|congenital adrenal hyperplasia
C0001627|adrenal hyperplasia congenital
C0001627|hyperplasia congenital adrenal
C0001627|adrenal congenital hyperplasia
C0001627|hyperplasia adrenal congenital
C0001627|adrenal hyperplasias congenital
C0001627|congenital adrenal hyperplasias
C0001627|hyperplasias congenital adrenal
C0001627|congenital adrenal hyperplasia nos
C0001627|adrenogenital disorder
C0001627|adrenogenital syndrome
C0001627|adrenal hyperplasia
C0001627|adrenal hyperplasia syndrome congenital
C0001627|congenital adrenogenital syndrome
C0001627|cah congenit adren hyperplasia
C0001627|cah  congenital adrenal hyperplasia
C0001627|congenital adrenal hyperplasia disorder 
C0001627|congenital adrenal gland hyperplasia
C0001627|hyperplasia congen adrenal
C0001627|congen adrenal hyperplasia
C0001627|adrenal hyperplasia congen
C0001627|congenital adrenal hyperplasia diagnosis 
C0001723|affective disorders psychotic
C0001723|affective disorder psychotic
C0001723|disorder psychotic affective
C0001723|psychotic affective disorder
C0001723|disorders psychotic affective
C0001723|psychotic affective disorders
C0001723|psychoses affective
C0001723|affective psychoses
C0001723|psychosis affective
C0001723|affective psychosis
C0001723|affective psychosis nos
C0001723|unspecified affective psychosis
C0001723|affective psychosis unspecified
C0001723|unspecified affective psychoses nos
C0001723|unspecif affective psych nos
C0001723|affective psychosis diagnosis 
C0001723|unspecified affective psychoses nos finding 
C0001723|affective dis psychotic
C0001723|psychotic affective dis
C0001723|affective psychosis disorder 
C0001733|afibrinogenemia
C0001733|afibrinogenemias
C0001733|afibrinogenaemia
C0001733|factor i deficiency complete
C0001733|afibrinogenemia diagnosis 
C0001733|fibrinogen abnormality afibrinogenemia
C0001733|afibrinogenemia disorder 
C0001807|aggressive behavior
C0001807|behavior aggressive
C0001807|aggressive behaviour
C0001807|aggressive behaviors
C0001807|aggressive behaviours
C0001807|aggressiveness
C0001807|aggressive
C0001807|aggressive violent behavior
C0001807|violent aggressive behavior
C0001807|aggressive and violent behavior
C0001807|aggressive violent behaviour
C0001807|aggression
C0001807|aggressions
C0001807|aggressive behavior finding 
C0001815|primary myelofibrosis
C0001815|myelofibrosis primary
C0001815|myelofibroses primary
C0001815|primary myelofibroses
C0001815|agnogenic myeloid metaplasia
C0001815|myeloid metaplasia agnogenic
C0001815|agnogenic myeloid metaplasias
C0001815|metaplasias agnogenic myeloid
C0001815|myeloid metaplasias agnogenic
C0001815|metaplasia agnogenic myeloid
C0001815|bone marrow fibrosis
C0001815|bone marrow fibroses
C0001815|fibroses bone marrow
C0001815|fibrosis bone marrow
C0001815|myelofibrosis
C0001815|myelofibroses
C0001815|myeloid metaplasia
C0001815|myeloid metaplasias
C0001815|metaplasias myeloid
C0001815|metaplasia myeloid
C0001815|myelosclerosis
C0001815|myeloscleroses
C0001815|myelosis nonleukemic
C0001815|nonleukemic myelosis
C0001815|myeloses nonleukemic
C0001815|nonleukemic myeloses
C0001815|myelosis aleukemic
C0001815|aleukemic myelosis
C0001815|myelosis non leukemic
C0001815|myelosis non leukaemic
C0001815|megakaryocytic myelosclerosis
C0001815|myelofibrosis with myeloid metaplasia
C0001815|myelofibrosis and myeloid metaplasia
C0001815|metaplasia myelofibrosis myeloid
C0001815|myelosclerosis with myeloid metaplasia
C0001815|myeloid metaplasia myelosclerosis
C0001815|mos
C0001815|myeloscleros  myeloid metapl
C0001815|myeloid metaplasia primary myelofibrosis
C0001815|myeloid metaplasia primary myelofibrosis 
C0001815| m myeloscleros myeloid metap
C0001815| m myelosclerosis with myeloid metaplasia
C0001815|myeloscleros myeloid metap
C0001815|idiopathic myelofibrosis
C0001815|myelofibrosis idiopathic
C0001815|myelofibrosis sclerosis with myeloid metaplasia mmm 
C0001815|myelofibrosis as a result of myeloproliferative disease
C0001815|myelosclerosis with myeloid metaplasia morphologic abnormality 
C0001815|chronic idiopathic myelofibrosis
C0001815|idiopathic myelofibrosis chronic 
C0001815|myelosclerosis with myeloid metaplasia disorder 
C0001815|myelosclerosis with myeloid metaplasia retired 
C0001815|amm
C0001815|idiopathic bone marrow fibrosis
C0001815|myelofi w myelo metaplas
C0001815|idiopathic myelofibrosis diagnosis 
C0001815|primary myelofibrosis diagnosis 
C0001815|myelosclerosis with myeloid metaplasia diagnosis 
C0001815|myelofibrosis with myeloid metaplasia diagnosis 
C0001815|cimf
C0001818|agoraphobia
C0001818|agoraphobias
C0001818|agoraphobia nos
C0001818|fear of open places
C0001818|fear of open spaces
C0001818|fear open spaces
C0001818|phobia of going out
C0001818|agoraphobia diagnosis 
C0001818|agoraphobia disorder 
C0001818| x agoraphobia
C0001818|fear of open spaces finding 
C0001818|agoraphobia unspecified
C0001883|airway obstruction
C0001883|obstruction airway
C0001883|airway obstructions
C0001883|obstructions airway
C0001883|airway obstruction nos
C0001883|airways obstruction
C0001883|respiratory obstruction
C0001883|obstruction respiratory
C0001883|embarrassed airway
C0001883|pulmonary obstruction
C0001883|respiratory obstruction disorder 
C0001883|airway obstructed
C0001883|obstructed airway
C0001883|airway obstructed physical finding 
C0001916|albinism
C0001916|albinism nos
C0001916|albino
C0001916|albinismus
C0001916|albinismus nos
C0001916|albinism diagnosis 
C0001916|6 a24 a26 albinism
C0001916|albinism disorder 
C0001916|albinism physical finding 
C0001916|albinism unspecified
C0001957|alcohol withdrawal delirium
C0001957|alcohol delirium withdrawal
C0001957|alcohol withdrawal with delirium
C0001957|withdrawal alcohol with delirium
C0001957|delirium alcohol withdrawal
C0001957|delirium tremens
C0001957|tremens delirium
C0001957|deliriums tremens
C0001957|delerium tremens
C0001957|alcoholic delirium
C0001957|delirium alcoholic
C0001957|dts
C0001957|men  behav dis due alcohl withdrawl state with delirium
C0001957| x men  behav dis due alcohl withdrawl state with delirium
C0001957|mental and behavioral disorders due to use of alcohol withdrawal state with delirium
C0001957|mental and behavioural disorders due to use of alcohol withdrawal state with delirium
C0001957| x mental and behavioural disorders due to use of alcohol withdrawal state with delirium
C0001957| x mental and behavioral disorders due to use of alcohol withdrawal state with delirium
C0001957| x alcohol withdrawal delirium
C0001957|dts  delirium tremens
C0001957|delirium tremens alcoh ind
C0001957| x delirium tremens alcoh ind
C0001957|delirium tremens alcohol induced
C0001957| x delirium tremens alcohol induced
C0001957|alcohol withdrawal delirium tremens
C0001957|delirium tremens alcohol withdrawal induced
C0001957|alcohol withdrawal induced delirium tremens
C0001957|delirium tremens alcoholic
C0001957| x mental and behavioral disorders due to use of alcohol withdrawal state with delirium disorder 
C0001957|alcohol withdrawal delirium disorder 
C0001957|alcohol delirium
C0001957|delirium alcohol
C0001957|delirium alcohol due to withdrawal
C0001957|alcohol intoxication withdrawal state with delirium
C0001957|intoxication alcohol withdrawal state with delirium
C0001957|withdrawal state alcohol with delirium
C0001957|alcohol withdrawal state with delirium
C0001957|syndrome alcohol withdrawal with delirium
C0001957|alcohol withdrawal syndrome with delirium
C0001957|delirium tremens alcohol withdrawal ind
C0001957|alcohol withdrawal ind delirium tremens
C0001957|alcohol withdrawal delirium d tremens 
C0001957|alcohol withdrawal delirium diagnosis 
C0001957|delirium tremens disorder 
C0001973|alcoholic intoxication chronic
C0001973|chronic alcoholic intoxication
C0001973|intoxication chronic alcoholic
C0001973|alcohol dependence
C0001973|dependence alcohol
C0001973|alcohol dependences
C0001973|alcoholism
C0001973|alcoholism nos
C0001973|alcoholisms
C0001973|alcohol dependence syndrome
C0001973|alcohol dependence syndrome nos
C0001973|alcohol abuse continuous drinking behaviour
C0001973|alcohol abuse continuous drinking behavior
C0001973|dipsomania
C0001973|chronic alcoholism
C0001973|alcoholism chronic
C0001973|chronic alcoholism nos
C0001973|mental and behav dis due to use alcohol dependence syndr
C0001973| x mental and behav dis due to use alcohol dependence syndr
C0001973|mental and behavioral disorders due to use of alcohol dependence syndrome
C0001973|mental and behavioural disorders due to use of alcohol dependence syndrome
C0001973| x mental and behavioural disorders due to use of alcohol dependence syndrome
C0001973| x mental and behavioral disorders due to use of alcohol dependence syndrome
C0001973|alcohol dependence syndr nos
C0001973| x alcohol dependence syndrome
C0001973|unspecified chronic alcoholism
C0001973|chronic alcohol abuse
C0001973|alcohol abuse chronic
C0001973|abuse alcohol chronic
C0001973|alcoholism with alcohol dependence
C0001973|dependence alcoholism alcohol
C0001973|alcoholic dependence syndrome
C0001973|alcohol addiction
C0001973|addiction alcohol
C0001973|alcohol dependency
C0001973|dependency on alcohol
C0001973|persistent alcohol abuse
C0001973|alcohol problem drinking
C0001973|alcoholism alcohol abuse
C0001973|abuse alcohol alcoholism
C0001973|alcohol abuse alcoholism
C0001973|persistent alcohol abuse diagnosis 
C0001973|etohism
C0001973|chronic alcohol intoxication
C0001973|intoxication alcohol chronic
C0001973|persistent alcohol abuse disorder 
C0001973| x alcohol addiction
C0001973| alcohol dependence syndrome including alcoholism or alcohol problem drinking 
C0001973| x mental and behavioral disorders due to use of alcohol dependence syndrome disorder 
C0001973|alcohol dependence syndrome  dipsomania 
C0001973|alcohol dependence disorder 
C0001973|alcohol dependence syndrome nos disorder 
C0001973|chronic alcoholism ambiguous 
C0001973|chronic alcoholism  dipsomania 
C0001973|alcoholism chronic disorders
C0001973|chronic alcoholism nos disorder 
C0001973|chronic alcoholism disorder 
C0001973|unspecified chronic alcoholism disorder 
C0001973| x chronic alcoholism
C0001973|alcoholism disorder 
C0001973|disorder alcoholism
C0001973|alcoholism disorders
C0001973|dipsomania finding 
C0001973| x dipsomania
C0001973|drunkenness chronic
C0001973|chronic drunkenness
C0001973|ethyl alcohol dependence
C0001973|dependence ethyl alcohol
C0001973|alcoholic intox chronic
C0001973|alcohol dependence diagnosis 
C0001973|addicted to alcohol
C0001973|etoh dependence
C0001973|chronic alcoholism  dipsomania  disorder 
C0001973| alcohol dependence syndrome including alcoholism or alcohol problem drinking  disorder 
C0001973|alcohol dependence syndrome  dipsomania  disorder 
C0002063|alkalosis
C0002063|alkaloses
C0002063|alkalosis nos
C0002063|alkalosis diagnosis 
C0002063|alkalosis disorder 
C0002063|alkalosis nos disorder 
C0002170|alopecia
C0002170|alopecias
C0002170|alopecia nos
C0002170|alopecia areata
C0002170|baldness
C0002170|hair loss
C0002170|loss hair
C0002170|loss of hair
C0002170|hair losses
C0002170|losses hair
C0002170|thinning hair
C0002170|hair thinning
C0002170|thinning of hair
C0002170|alopecia unspecified
C0002170|hair loss disorder
C0002170|falling hair
C0002170|hair falling
C0002170|falling hairs
C0002170|falls hair
C0002170|hair absent
C0002170|alopecia diagnosis 
C0002170|bald
C0002170| alopecia unspecified or baldness or hair loss 
C0002170|alopecia disorder 
C0002170|alopecia disorders
C0002170|alopecia nos disorder 
C0002170|alopecia unspecified disorder 
C0002170| alopecia or thinning of hair 
C0002170|loss of hair finding 
C0002170|calvities
C0002170|hair thinning physical finding 
C0002170|alopecia physical finding 
C0002170| alopecia or thinning of hair  disorder 
C0002170| alopecia unspecified or baldness or hair loss  disorder 
C0002351|altitude sickness
C0002351|sickness altitude
C0002351|altitude anoxia
C0002351|anoxia altitude
C0002351|andes disease
C0002351|hypobaropathy
C0002351|hypobaropathy nos
C0002351|mountain sickness
C0002351|high altitute sickness
C0002351|alpine sickness
C0002351|anoxia due to high altitude
C0002351|effects of high altitude
C0002351|effects of high altitude nos
C0002351|altitude effects high
C0002351|high altitude effects
C0002351|illnesses due to high altitude effects
C0002351|illnesses high altitude effect
C0002351|hypobaric sickness
C0002351|anoxia caused by high altitude
C0002351|anoxia caused by high altitude disorder 
C0002351|adverse effect altitude
C0002351|anoxia due to high altitude disorder 
C0002351|effects of high altitude disorder 
C0002351|hypobaropathy nos disorder 
C0002351|disease or disorder alpine
C0002395|alzheimer s disease
C0002395|alzheimer disease
C0002395|alzheimers disease
C0002395|alzheimer s disease nos
C0002395|alzheimer diseases
C0002395|alzheimer s diseases
C0002395|disease alzheimers
C0002395|alzheimers diseases
C0002395|primary senile degenerative dementia
C0002395|dementia primary senile degenerative
C0002395|dementia senile
C0002395|senile dementia
C0002395|senile dementia alzheimer type
C0002395|senile dementia of the alzheimer type
C0002395|alzheimer type senile dementia
C0002395|dementia alzheimer type
C0002395|alzheimer type dementia
C0002395|dementia of the alzheimer type
C0002395|dementia alzheimer s type
C0002395|dementia of the alzheimer s type nos
C0002395|dementia of alzheimers type
C0002395|dementia of the alzheimer s type
C0002395|dats
C0002395|dat
C0002395|sdat
C0002395|ad
C0002395|ad  alzheimer s disease
C0002395|alzheimer disease ad 
C0002395|dat  dementia alzheimer s type
C0002395|dat  dementia alzheimer type
C0002395|dementia of the alzheimer type dat 
C0002395|dementia in alzheimer s dis
C0002395|dementia in alzheimer s disease
C0002395|senile dementia of the alzheimer type sdat 
C0002395|alzheimer s disease unspecified
C0002395|alzheimer type dementia atd 
